Title,Upload Date,Module,Authors,Print Publication Date,DOI,ISBN,Sub-discipline,LINK,Site Module Name
The British Empire: A Very Short Introduction,Sep-13,Arts and Humanities,Jackson,2013,10.1093/actrade/9780199605415.001.0001,9780199605415,"Arts and Humanities, History, Regional and National History, British History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199605415.001.0001/actrade-9780199605415,VSIO_SUBJECTS:AHU00010
The Enlightenment: A Very Short Introduction,Sep-15,Arts and Humanities,Robertson,2015,10.1093/actrade/9780199591787.001.0001,9780199591787,"Arts and Humanities, Philosophy, History of Western Philosophy, 17th - 18th Century Philosophy, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199591787.001.0001/actrade-9780199591787,VSIO_SUBJECTS:AHU00010
Homer: A Very Short Introduction,Mar-19,Arts and Humanities,Graziosi,2019,10.1093/actrade/9780199589944.001.0001,9780199589944,"Arts and Humanities, Classical Studies, Classical Literature, Classical Poetry, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199589944.001.0001/actrade-9780199589944,VSIO_SUBJECTS:AHU00010
Spirituality: A Very Short Introduction,Sep-13,Arts and Humanities,Sheldrake,2012,10.1093/actrade/9780199588756.001.0001,9780199588756,"Arts and Humanities, Religion, Religious Studies, Alternative Belief Systems, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199588756.001.0001/actrade-9780199588756,VSIO_SUBJECTS:AHU00010
The Napoleonic Wars: A Very Short Introduction,Sep-13,Arts and Humanities,Rapport,2013,10.1093/actrade/9780199590964.001.0001,9780199590964,"Arts and Humanities, History, History by Period, Modern History (1700 to 1945), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199590964.001.0001/actrade-9780199590964,VSIO_SUBJECTS:AHU00010
The Roman Republic: A Very Short Introduction,Sep-13,Arts and Humanities,Gwynn,2012,10.1093/actrade/9780199595112.001.0001,9780199595112,"Arts and Humanities, Classical Studies, Classical History, Ancient Roman History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199595112.001.0001/actrade-9780199595112,VSIO_SUBJECTS:AHU00010
Ancient Greece: A Very Short Introduction,Sep-13,Arts and Humanities,Cartledge,2011,10.1093/actrade/9780199601349.001.0001,9780199601349,"Arts and Humanities, Classical Studies, Classical History, Ancient Greek History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199601349.001.0001/actrade-9780199601349,VSIO_SUBJECTS:AHU00010
World War II: A Very Short Introduction,Nov-14,Arts and Humanities,Weinberg,2014,10.1093/actrade/9780199688777.001.0001,9780199688777,"Arts and Humanities, History, Military History, Second World War, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199688777.001.0001/actrade-9780199688777,VSIO_SUBJECTS:AHU00010
The British Constitution: A Very Short Introduction,Sep-13,Arts and Humanities,Loughlin,2013,10.1093/actrade/9780199697694.001.0001,9780199697694,"Arts and Humanities, History, Regional and National History, British History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199697694.001.0001/actrade-9780199697694,VSIO_SUBJECTS:AHU00010
Ritual: A Very Short Introduction,Feb-15,Arts and Humanities,Stephenson,2015,10.1093/actrade/9780199943524.001.0001,9780199943524,"Arts and Humanities, Religion, Religious Studies, Sociology and Anthropology of Religion, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199943524.001.0001/actrade-9780199943524,VSIO_SUBJECTS:AHU00010
Tibetan Buddhism: A Very Short Introduction,Oct-13,Arts and Humanities,Kapstein,2013,10.1093/actrade/9780199735129.001.0001,9780199735129,"Arts and Humanities, Religion, Buddhism, Tibetan Buddhism, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199735129.001.0001/actrade-9780199735129,VSIO_SUBJECTS:AHU00010
Medieval Philosophy: A Very Short Introduction,Jan-16,Arts and Humanities,Marenbon,2016,10.1093/actrade/9780199663224.001.0001,9780199663224,"Arts and Humanities, Philosophy, History of Western Philosophy, Medieval and Renaissance Philosophy, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199663224.001.0001/actrade-9780199663224,VSIO_SUBJECTS:AHU00010
Humanism: A Very Short Introduction,Sep-13,Arts and Humanities,Law,2011,10.1093/actrade/9780199553648.001.0001,9780199553648,"Arts and Humanities, Religion, Religious Studies, Alternative Belief Systems, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199553648.001.0001/actrade-9780199553648,VSIO_SUBJECTS:AHU00010
Islamic History: A Very Short Introduction,Sep-13,Arts and Humanities,Silverstein,2010,10.1093/actrade/9780199545728.001.0001,9780199545728,"Arts and Humanities, Religion, Islam, History of Islam, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199545728.001.0001/actrade-9780199545728,VSIO_SUBJECTS:AHU00010
Thomas Aquinas: A Very Short Introduction,Sep-13,Arts and Humanities,Kerr,2009,10.1093/actrade/9780199556649.001.0001,9780199556649,"Arts and Humanities, Religion, Christianity, History of Christianity, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199556649.001.0001/actrade-9780199556649,VSIO_SUBJECTS:AHU00010
Late Antiquity: A Very Short Introduction,Sep-13,Arts and Humanities,Clark,2011,10.1093/actrade/9780199546206.001.0001,9780199546206,"Arts and Humanities, History, History by Period, Ancient History (Non-Classical, to 500 CE), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199546206.001.0001/actrade-9780199546206,VSIO_SUBJECTS:AHU00010
The Avant Garde: A Very Short Introduction,Sep-13,Arts and Humanities,Cottington,2013,10.1093/actrade/9780199582730.001.0001,9780199582730,"Arts and Humanities, Art, History of Art, 19th-Century Art, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199582730.001.0001/actrade-9780199582730,VSIO_SUBJECTS:AHU00010
Magna Carta: A Very Short Introduction,Sep-13,Arts and Humanities,Vincent,2012,10.1093/actrade/9780199582877.001.0001,9780199582877,"Arts and Humanities, History, History by Period, Medieval and Renaissance History (500 to 1500), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199582877.001.0001/actrade-9780199582877,VSIO_SUBJECTS:AHU00010
Herodotus: A Very Short Introduction,Sep-13,Arts and Humanities,Roberts,2011,10.1093/actrade/9780199575992.001.0001,9780199575992,"Arts and Humanities, Classical Studies, Classical Literature, Classical Historiography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199575992.001.0001/actrade-9780199575992,VSIO_SUBJECTS:AHU00010
Russian History: A Very Short Introduction,Sep-13,Arts and Humanities,Hosking,2012,10.1093/actrade/9780199580989.001.0001,9780199580989,"Arts and Humanities, History, Regional and National History, Russian and Eastern European History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199580989.001.0001/actrade-9780199580989,VSIO_SUBJECTS:AHU00010
The Devil: A Very Short Introduction,Sep-13,Arts and Humanities,Oldridge,2012,10.1093/actrade/9780199580996.001.0001,9780199580996,"Arts and Humanities, Religion, Christianity, Christian Spirituality and Religious Experience, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199580996.001.0001/actrade-9780199580996,VSIO_SUBJECTS:AHU00010
Secularism: A Very Short Introduction,Aug-19,Arts and Humanities,Copson,2019,10.1093/actrade/9780198747222.001.0001,9780198747222,"Arts and Humanities, Religion, Religious Studies, Religion and Atheism, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198747222.001.0001/actrade-9780198747222,VSIO_SUBJECTS:AHU00010
The Holy Roman Empire: A Very Short Introduction,Jul-18,Arts and Humanities,Whaley,2018,10.1093/actrade/9780198748762.001.0001,9780198748762,"Arts and Humanities, History, Regional and National History, European History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198748762.001.0001/actrade-9780198748762,VSIO_SUBJECTS:AHU00010
Slang: A Very Short Introduction,Feb-16,Arts and Humanities,Green,2016,10.1093/actrade/9780198729532.001.0001,9780198729532,"Arts and Humanities, Linguistics, Comparative Linguistics, Dialect, Slang and Jargon, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198729532.001.0001/actrade-9780198729532,VSIO_SUBJECTS:AHU00010
The Mexican Revolution,Jan-16,Arts and Humanities,Knight,2016,10.1093/actrade/9780198745631.001.0001,9780198745631,"Arts and Humanities, History, History by Period, Modern History (1700 to 1945), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198745631.001.0001/actrade-9780198745631,VSIO_SUBJECTS:AHU00010
The First World War: A Very Short Introduction,Sep-13,Arts and Humanities,Howard,2007,10.1093/actrade/9780199205592.001.0001,9780199205592,"Arts and Humanities, History, History by Period, Modern History (1700 to 1945), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199205592.001.0001/actrade-9780199205592,VSIO_SUBJECTS:AHU00010
Foucault: A Very Short Introduction,Sep-19,Arts and Humanities,Gutting,2019,10.1093/actrade/9780198830788.001.0001,9780198830788,"Arts and Humanities, Philosophy, History of Western Philosophy, 20th-Century Philosophy, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198830788.001.0001/actrade-9780198830788,VSIO_SUBJECTS:AHU00010
Philosophy of Biology: A Very Short Introduction,Nov-19,Arts and Humanities,Okasha,2019,10.1093/actrade/9780198806998.001.0001,9780198806998,"Arts and Humanities, Philosophy, Philosophy of Science, Philosophy of Biology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198806998.001.0001/actrade-9780198806998,VSIO_SUBJECTS:AHU00010
The French Revolution: A Very Short Introduction,Nov-19,Arts and Humanities,Doyle,2019,10.1093/actrade/9780198840077.001.0001,9780198840077,"Arts and Humanities, History, History by Period, Modern History (1700 to 1945), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198840077.001.0001/actrade-9780198840077,VSIO_SUBJECTS:AHU00010
Heidegger: A Very Short Introduction,Jan-19,Arts and Humanities,Inwood,2019,10.1093/actrade/9780198828662.001.0001,9780198828662,"Arts and Humanities, Philosophy, History of Western Philosophy, 20th-Century Philosophy, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198828662.001.0001/actrade-9780198828662,VSIO_SUBJECTS:AHU00010
Druids: A Very Short Introduction,Sep-13,Arts and Humanities,Cunliffe,2010,10.1093/actrade/9780199539406.001.0001,9780199539406,"Arts and Humanities, History, History by Period, Ancient History (Non-Classical, to 500 CE), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199539406.001.0001/actrade-9780199539406,VSIO_SUBJECTS:AHU00010
Prehistory: A Very Short Introduction,Jun-18,Arts and Humanities,Gosden,2018,10.1093/actrade/9780198803515.001.0001,9780198803515,"Arts and Humanities, History, History by Period, Ancient History (Non-Classical, to 500 CE), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198803515.001.0001/actrade-9780198803515,VSIO_SUBJECTS:AHU00010
Mormonism: A Very Short Introduction,Sep-13,Arts and Humanities,Bushman,2008,10.1093/actrade/9780195310306.001.0001,9780195310306,"Arts and Humanities, Religion, Christianity, Christian Churches and Denominations, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195310306.001.0001/actrade-9780195310306,VSIO_SUBJECTS:AHU00010
African American Religion: A Very Short Introduction,Sep-14,Arts and Humanities,Glaude Jr.,2014,10.1093/actrade/9780195182897.001.0001,9780195182897,"Arts and Humanities, Religion, Religious Studies, Sociology and Anthropology of Religion, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195182897.001.0001/actrade-9780195182897,VSIO_SUBJECTS:AHU00010
Modern France: A Very Short Introduction,Sep-13,Arts and Humanities,Schwartz,2011,10.1093/actrade/9780195389418.001.0001,9780195389418,"Arts and Humanities, History, History by Period, Contemporary History (Post 1945), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195389418.001.0001/actrade-9780195389418,VSIO_SUBJECTS:AHU00010
Folk Music: A Very Short Introduction,Sep-13,Arts and Humanities,Slobin,2011,10.1093/actrade/9780195395020.001.0001,9780195395020,"Arts and Humanities, Music, Musical Structures, Styles, and Techniques, Folk, Indigenous, and Traditional Music, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195395020.001.0001/actrade-9780195395020,VSIO_SUBJECTS:AHU00010
The Ancient Near East: A Very Short Introduction,Dec-13,Arts and Humanities,Podany,2013,10.1093/actrade/9780195377996.001.0001,9780195377996,"Arts and Humanities, History, History by Period, Ancient History (Non-Classical, to 500 CE), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195377996.001.0001/actrade-9780195377996,VSIO_SUBJECTS:AHU00010
The Book of Mormon: A Very Short Introduction,Sep-13,Arts and Humanities,Givens,2010,10.1093/actrade/9780195369311.001.0001,9780195369311,"Arts and Humanities, Religion, Christianity, Christian Churches and Denominations, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195369311.001.0001/actrade-9780195369311,VSIO_SUBJECTS:AHU00010
Calvinism: A Very Short Introduction,Dec-16,Arts and Humanities,Balserak,2016,10.1093/actrade/9780198753711.001.0001,9780198753711,"Arts and Humanities, Religion, Christianity, Christian Churches and Denominations, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198753711.001.0001/actrade-9780198753711,VSIO_SUBJECTS:AHU00010
American History: A Very Short Introduction,Sep-13,Arts and Humanities,Boyer,2012,10.1093/actrade/9780195389142.001.0001,9780195389142,"Arts and Humanities, History, Regional and National History, United States History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195389142.001.0001/actrade-9780195389142,VSIO_SUBJECTS:AHU00010
Film Music: A Very Short Introduction,Sep-13,Arts and Humanities,Kalinak,2010,10.1093/actrade/9780195370874.001.0001,9780195370874,"Arts and Humanities, Music, Music and Media, Film, Television, and Video Game Music, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195370874.001.0001/actrade-9780195370874,VSIO_SUBJECTS:AHU00010
The Blues: A Very Short Introduction,Sep-13,Arts and Humanities,Wald,2010,10.1093/actrade/9780195398939.001.0001,9780195398939,"Arts and Humanities, Music, Musical Structures, Styles, and Techniques, Blues, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195398939.001.0001/actrade-9780195398939,VSIO_SUBJECTS:AHU00010
Confucianism: A Very Short Introduction,Aug-14,Arts and Humanities,Gardner,2014,10.1093/actrade/9780195398915.001.0001,9780195398915,"Arts and Humanities, Religion, East Asian Religions, Confucianism, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195398915.001.0001/actrade-9780195398915,VSIO_SUBJECTS:AHU00010
Napoleon,Oct-18,Arts and Humanities,Bell,2018,10.1093/actrade/9780199321667.001.0001,9780199321667,"Arts and Humanities, History, Regional and National History, European History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199321667.001.0001/actrade-9780199321667,VSIO_SUBJECTS:AHU00010
Machiavelli: A Very Short Introduction,Jul-19,Arts and Humanities,Skinner,2019,10.1093/actrade/9780198837572.001.0001,9780198837572,"Arts and Humanities, History, History by Period, Medieval and Renaissance History (500 to 1500), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198837572.001.0001/actrade-9780198837572,VSIO_SUBJECTS:AHU00010
